GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACK001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,ICPSR State Code,ICPSR County Code,Total
"G3400310","1840","New Jersey","340","Passaic","0310","Passaic","12","310",1194
"G3400330","1840","New Jersey","340","Salem","0330","Salem","12","330",327
"G3400350","1840","New Jersey","340","Somerset","0350","Somerset","12","350",74
"G3400370","1840","New Jersey","340","Sussex","0370","Sussex","12","370",317
"G3400410","1840","New Jersey","340","Warren","0410","Warren","12","410",248
"G3600010","1840","New York","360","Albany","0010","Albany","13","10",1323
"G3600030","1840","New York","360","Allegany","0030","Allegany","13","30",63
"G3600070","1840","New York","360","Broome","0070","Broome","13","70",6
"G3600090","1840","New York","360","Cattaraugus","0090","Cattaraugus","13","90",367
"G3600110","1840","New York","360","Cayuga","0110","Cayuga","13","110",476
"G3600130","1840","New York","360","Chautauqua","0130","Chautauqua","13","130",400
"G3600150","1840","New York","360","Chemung","0150","Chemung","13","150",770
"G3600170","1840","New York","360","Chenango","0170","Chenango","13","170",77
"G3600190","1840","New York","360","Clinton","0190","Clinton","13","190",2637
"G3600210","1840","New York","360","Columbia","0210","Columbia","13","210",1054
"G3600230","1840","New York","360","Cortland","0230","Cortland","13","230",149
"G3600250","1840","New York","360","Delaware","0250","Delaware","13","250",778
"G3600270","1840","New York","360","Dutchess","0270","Dutchess","13","270",1764
"G3600290","1840","New York","360","Erie","0290","Erie","13","290",507
"G3600310","1840","New York","360","Essex","0310","Essex","13","310",558
"G3600330","1840","New York","360","Franklin","0330","Franklin","13","330",527
"G3600350","1840","New York","360","Fulton","0350","Fulton","13","350",640
"G3600370","1840","New York","360","Genesee","0370","Genesee","13","370",160
"G3600390","1840","New York","360","Greene","0390","Greene","13","390",28
"G3600410","1840","New York","360","Hamilton","0410","Hamilton","13","410",1
"G3600430","1840","New York","360","Herkimer","0430","Herkimer","13","430",2339
"G3600450","1840","New York","360","Jefferson","0450","Jefferson","13","450",590
"G3600470","1840","New York","360","Kings","0470","Kings","13","470",958
"G3600490","1840","New York","360","Lewis","0490","Lewis","13","490",794
"G3600510","1840","New York","360","Livingston","0510","Livingston","13","510",488
"G3600530","1840","New York","360","Madison","0530","Madison","13","530",362
"G3600550","1840","New York","360","Monroe","0550","Monroe","13","550",2393
"G3600570","1840","New York","360","Montgomery","0570","Montgomery","13","570",755
"G3600610","1840","New York","360","New York","0610","New York","13","610",7775
"G3600630","1840","New York","360","Niagara","0630","Niagara","13","630",344
"G3600650","1840","New York","360","Oneida","0650","Oneida","13","650",1683
"G3600670","1840","New York","360","Onondaga","0670","Onondaga","13","670",1199
"G3600690","1840","New York","360","Ontario","0690","Ontario","13","690",515
"G3600710","1840","New York","360","Orange","0710","Orange","13","710",575
"G3600730","1840","New York","360","Orleans","0730","Orleans","13","730",67
"G3600750","1840","New York","360","Oswego","0750","Oswego","13","750",0
"G3600770","1840","New York","360","Otsego","0770","Otsego","13","770",647
"G3600790","1840","New York","360","Putnam","0790","Putnam","13","790",638
"G3600810","1840","New York","360","Queens","0810","Queens","13","810",458
"G3600830","1840","New York","360","Rensselaer","0830","Rensselaer","13","830",1379
"G3600850","1840","New York","360","Richmond","0850","Richmond","13","850",37
"G3600870","1840","New York","360","Rockland","0870","Rockland","13","870",185
"G3600890","1840","New York","360","St Lawrence","0890","St Lawrence","13","890",1263
"G3600910","1840","New York","360","Saratoga","0910","Saratoga","13","910",738
"G3600930","1840","New York","360","Schenectady","0930","Schenectady","13","930",45
"G3600950","1840","New York","360","Schoharie","0950","Schoharie","13","950",126
"G3600990","1840","New York","360","Seneca","0990","Seneca","13","990",364
"G3601010","1840","New York","360","Steuben","1010","Steuben","13","1010",927
"G3601030","1840","New York","360","Suffolk","1030","Suffolk","13","1030",14
"G3601050","1840","New York","360","Sullivan","1050","Sullivan","13","1050",587
"G3601070","1840","New York","360","Tioga","1070","Tioga","13","1070",1047
"G3601090","1840","New York","360","Tompkins","1090","Tompkins","13","1090",257
"G3601110","1840","New York","360","Ulster","1110","Ulster","13","1110",592
"G3601130","1840","New York","360","Warren","1130","Warren","13","1130",85
"G3601150","1840","New York","360","Washington","1150","Washington","13","1150",737
"G3601170","1840","New York","360","Wayne","1170","Wayne","13","1170",866
"G3601190","1840","New York","360","Westchester","1190","Westchester","13","1190",318
"G3601230","1840","New York","360","Yates","1230","Yates","13","1230",20
"G3700070","1840","North Carolina","370","Anson","0070","Anson","47","70",1567
"G3700090","1840","North Carolina","370","Ashe","0090","Ashe","47","90",0
"G3700130","1840","North Carolina","370","Beaufort","0130","Beaufort","47","130",1473
"G3700150","1840","North Carolina","370","Bertie","0150","Bertie","47","150",1125
"G3700170","1840","North Carolina","370","Bladen","0170","Bladen","47","170",703
"G3700190","1840","North Carolina","370","Brunswick","0190","Brunswick","47","190",64
"G3700210","1840","North Carolina","370","Buncombe","0210","Buncombe","47","210",1359
"G3700230","1840","North Carolina","370","Burke","0230","Burke","47","230",1659
"G3700250","1840","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",83
"G3700290","1840","North Carolina","370","Camden","0290","Camden","47","290",691
"G3700310","1840","North Carolina","370","Carteret","0310","Carteret","47","310",199
"G3700330","1840","North Carolina","370","Caswell","0330","Caswell","47","330",975
"G3700370","1840","North Carolina","370","Chatham","0370","Chatham","47","370",1556
"G3700390","1840","North Carolina","370","Cherokee","0390","Cherokee","47","390",168
"G3700410","1840","North Carolina","370","Chowan","0410","Chowan","47","410",428
"G3700470","1840","North Carolina","370","Columbus","0470","Columbus","47","470",362
"G3700490","1840","North Carolina","370","Craven","0490","Craven","47","490",807
"G3700510","1840","North Carolina","370","Cumberland","0510","Cumberland","47","510",212
"G3700530","1840","North Carolina","370","Currituck","0530","Currituck","47","530",307
"G3700570","1840","North Carolina","370","Davidson","0570","Davidson","47","570",2502
"G3700590","1840","North Carolina","370","Davie","0590","Davie","47","590",973
"G3700610","1840","North Carolina","370","Duplin","0610","Duplin","47","610",743
"G3700650","1840","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",1579
"G3700690","1840","North Carolina","370","Franklin","0690","Franklin","47","690",748
"G3700730","1840","North Carolina","370","Gates","0730","Gates","47","730",856
"G3700770","1840","North Carolina","370","Granville","0770","Granville","47","770",959
"G3700790","1840","North Carolina","370","Greene","0790","Greene","47","790",488
"G3700810","1840","North Carolina","370","Guilford","0810","Guilford","47","810",1256
"G3700830","1840","North Carolina","370","Halifax","0830","Halifax","47","830",520
"G3700870","1840","North Carolina","370","Haywood","0870","Haywood","47","870",326
"G3700890","1840","North Carolina","370","Henderson","0890","Henderson","47","890",111
"G3700910","1840","North Carolina","370","Hertford","0910","Hertford","47","910",469
"G3700950","1840","North Carolina","370","Hyde","0950","Hyde","47","950",553
"G3700970","1840","North Carolina","370","Iredell","0970","Iredell","47","970",373
"G3701010","1840","North Carolina","370","Johnston","1010","Johnston","47","1010",1742
"G3701030","1840","North Carolina","370","Jones","1030","Jones","47","1030",242
"G3701070","1840","North Carolina","370","Lenoir","1070","Lenoir","47","1070",356
"G3701090","1840","North Carolina","370","Lincoln","1090","Lincoln","47","1090",1399
"G3701130","1840","North Carolina","370","Macon","1130","Macon","47","1130",643
"G3701170","1840","North Carolina","370","Martin","1170","Martin","47","1170",370
"G3701190","1840","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",190
"G3701230","1840","North Carolina","370","Montgomery","1230","Montgomery","47","1230",1086
"G3701250","1840","North Carolina","370","Moore","1250","Moore","47","1250",0
"G3701270","1840","North Carolina","370","Nash","1270","Nash","47","1270",1052
"G3701290","1840","North Carolina","370","New Hanover","1290","New Hanover","47","1290",597
"G3701310","1840","North Carolina","370","Northampton","1310","Northampton","47","1310",1040
"G3701330","1840","North Carolina","370","Onslow","1330","Onslow","47","1330",1011
"G3701350","1840","North Carolina","370","Orange","1350","Orange","47","1350",897
"G3701390","1840","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",500
"G3701430","1840","North Carolina","370","Perquimans","1430","Perquimans","47","1430",932
"G3701450","1840","North Carolina","370","Person","1450","Person","47","1450",795
"G3701470","1840","North Carolina","370","Pitt","1470","Pitt","47","1470",1071
"G3701510","1840","North Carolina","370","Randolph","1510","Randolph","47","1510",723
"G3701530","1840","North Carolina","370","Richmond","1530","Richmond","47","1530",447
"G3701550","1840","North Carolina","370","Robeson","1550","Robeson","47","1550",1042
"G3701570","1840","North Carolina","370","Rockingham","1570","Rockingham","47","1570",811
"G3701590","1840","North Carolina","370","Rowan","1590","Rowan","47","1590",0
"G3701610","1840","North Carolina","370","Rutherford","1610","Rutherford","47","1610",255
"G3701630","1840","North Carolina","370","Sampson","1630","Sampson","47","1630",13
"G3701690","1840","North Carolina","370","Stokes","1690","Stokes","47","1690",1772
"G3701710","1840","North Carolina","370","Surry","1710","Surry","47","1710",2705
"G3701770","1840","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",753
"G3701830","1840","North Carolina","370","Wake","1830","Wake","47","1830",1514
"G3701850","1840","North Carolina","370","Warren","1850","Warren","47","1850",502
"G3701870","1840","North Carolina","370","Washington","1870","Washington","47","1870",323
"G3701910","1840","North Carolina","370","Wayne","1910","Wayne","47","1910",1736
"G3701930","1840","North Carolina","370","Wilkes","1930","Wilkes","47","1930",2656
"G3701990","1840","North Carolina","370","Yancey","1990","Yancey","47","1990",1240
"G3900010","1840","Ohio","390","Adams","0010","Adams","24","10",436
"G3900030","1840","Ohio","390","Allen","0030","Allen","24","30",1031
"G3900070","1840","Ohio","390","Ashtabula","0070","Ashtabula","24","70",18
"G3900090","1840","Ohio","390","Athens","0090","Athens","24","90",1217
"G3900130","1840","Ohio","390","Belmont","0130","Belmont","24","130",934
"G3900150","1840","Ohio","390","Brown","0150","Brown","24","150",120
"G3900170","1840","Ohio","390","Butler","0170","Butler","24","170",1160
"G3900190","1840","Ohio","390","Carroll","0190","Carroll","24","190",40
"G3900210","1840","Ohio","390","Champaign","0210","Champaign","24","210",0
"G3900230","1840","Ohio","390","Clark","0230","Clark","24","230",1
"G3900250","1840","Ohio","390","Clermont","0250","Clermont","24","250",557
"G3900270","1840","Ohio","390","Clinton","0270","Clinton","24","270",202
"G3900290","1840","Ohio","390","Columbiana","0290","Columbiana","24","290",216
"G3900310","1840","Ohio","390","Coshocton","0310","Coshocton","24","310",2120
"G3900330","1840","Ohio","390","Crawford","0330","Crawford","24","330",620
"G3900350","1840","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",0
"G3900370","1840","Ohio","390","Darke","0370","Darke","24","370",4
"G3900410","1840","Ohio","390","Delaware","0410","Delaware","24","410",1529
"G3900430","1840","Ohio","390","Erie","0430","Erie","24","430",3
"G3900450","1840","Ohio","390","Fairfield","0450","Fairfield","24","450",992
"G3900470","1840","Ohio","390","Fayette","0470","Fayette","24","470",245
"G3900490","1840","Ohio","390","Franklin","0490","Franklin","24","490",112
"G3900530","1840","Ohio","390","Gallia","0530","Gallia","24","530",1099
"G3900550","1840","Ohio","390","Geauga","0550","Geauga","24","550",8
"G3900570","1840","Ohio","390","Greene","0570","Greene","24","570",12
"G3900590","1840","Ohio","390","Guernsey","0590","Guernsey","24","590",1160
"G3900610","1840","Ohio","390","Hamilton","0610","Hamilton","24","610",315
"G3900630","1840","Ohio","390","Hancock","0630","Hancock","24","630",783
"G3900650","1840","Ohio","390","Hardin","0650","Hardin","24","650",20
"G3900670","1840","Ohio","390","Harrison","0670","Harrison","24","670",10
"G3900690","1840","Ohio","390","Henry","0690","Henry","24","690",0
"G3900710","1840","Ohio","390","Highland","0710","Highland","24","710",464
"G3900730","1840","Ohio","390","Hocking","0730","Hocking","24","730",286
"G3900750","1840","Ohio","390","Holmes","0750","Holmes","24","750",902
"G3900770","1840","Ohio","390","Huron","0770","Huron","24","770",1
"G3900790","1840","Ohio","390","Jackson","0790","Jackson","24","790",0
"G3900810","1840","Ohio","390","Jefferson","0810","Jefferson","24","810",8
"G3900830","1840","Ohio","390","Knox","0830","Knox","24","830",1
"G3900850","1840","Ohio","390","Lake","0850","Lake","24","850",55
"G3900870","1840","Ohio","390","Lawrence","0870","Lawrence","24","870",1723
"G3900890","1840","Ohio","390","Licking","0890","Licking","24","890",1897
"G3900910","1840","Ohio","390","Logan","0910","Logan","24","910",204
"G3900930","1840","Ohio","390","Lorain","0930","Lorain","24","930",217
"G3900950","1840","Ohio","390","Lucas","0950","Lucas","24","950",352
"G3900970","1840","Ohio","390","Madison","0970","Madison","24","970",429
"G3901010","1840","Ohio","390","Marion","1010","Marion","24","1010",145
"G3901030","1840","Ohio","390","Medina","1030","Medina","24","1030",18
"G3901050","1840","Ohio","390","Meigs","1050","Meigs","24","1050",75
"G3901070","1840","Ohio","390","Mercer","1070","Mercer","24","1070",5
"G3901090","1840","Ohio","390","Miami","1090","Miami","24","1090",12
"G3901110","1840","Ohio","390","Monroe","1110","Monroe","24","1110",1155
"G3901130","1840","Ohio","390","Montgomery","1130","Montgomery","24","1130",1416
"G3901150","1840","Ohio","390","Morgan","1150","Morgan","24","1150",588
"G3901190","1840","Ohio","390","Muskingum","1190","Muskingum","24","1190",1321
"G3901230","1840","Ohio","390","Ottawa","1230","Ottawa","24","1230",117
"G3901250","1840","Ohio","390","Paulding","1250","Paulding","24","1250",0
"G3901270","1840","Ohio","390","Perry","1270","Perry","24","1270",1071
"G3901290","1840","Ohio","390","Pickaway","1290","Pickaway","24","1290",1314
"G3901310","1840","Ohio","390","Pike","1310","Pike","24","1310",54
"G3901330","1840","Ohio","390","Portage","1330","Portage","24","1330",3
"G3901350","1840","Ohio","390","Preble","1350","Preble","24","1350",0
"G3901370","1840","Ohio","390","Putnam","1370","Putnam","24","1370",211
"G3901390","1840","Ohio","390","Richland","1390","Richland","24","1390",282
"G3901410","1840","Ohio","390","Ross","1410","Ross","24","1410",0
"G3901430","1840","Ohio","390","Sandusky","1430","Sandusky","24","1430",139
"G3901450","1840","Ohio","390","Scioto","1450","Scioto","24","1450",1347
"G3901470","1840","Ohio","390","Seneca","1470","Seneca","24","1470",935
"G3901490","1840","Ohio","390","Shelby","1490","Shelby","24","1490",238
"G3901510","1840","Ohio","390","Stark","1510","Stark","24","1510",480
"G3901530","1840","Ohio","390","Summit","1530","Summit","24","1530",67
"G3901550","1840","Ohio","390","Trumbull","1550","Trumbull","24","1550",966
"G3901570","1840","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",841
"G3901590","1840","Ohio","390","Union","1590","Union","24","1590",39
"G3901610","1840","Ohio","390","Van Wert","1610","Van Wert","24","1610",65
"G3901650","1840","Ohio","390","Warren","1650","Warren","24","1650",422
"G3901670","1840","Ohio","390","Washington","1670","Washington","24","1670",418
"G3901690","1840","Ohio","390","Wayne","1690","Wayne","24","1690",6
"G3901710","1840","Ohio","390","Williams","1710","Williams","24","1710",111
"G3901730","1840","Ohio","390","Wood","1730","Wood","24","1730",30
"G4200010","1840","Pennsylvania","420","Adams","0010","Adams","14","10",9
"G4200030","1840","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",664
"G4200050","1840","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",354
"G4200070","1840","Pennsylvania","420","Beaver","0070","Beaver","14","70",490
"G4200090","1840","Pennsylvania","420","Bedford","0090","Bedford","14","90",28
"G4200110","1840","Pennsylvania","420","Berks","0110","Berks","14","110",0
"G4200150","1840","Pennsylvania","420","Bradford","0150","Bradford","14","150",1045
"G4200170","1840","Pennsylvania","420","Bucks","0170","Bucks","14","170",602
"G4200190","1840","Pennsylvania","420","Butler","0190","Butler","14","190",651
"G4200210","1840","Pennsylvania","420","Cambria","0210","Cambria","14","210",1128
"G4200270","1840","Pennsylvania","420","Centre","0270","Centre","14","270",483
"G4200290","1840","Pennsylvania","420","Chester","0290","Chester","14","290",751
"G4200330","1840","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",0
"G4200350","1840","Pennsylvania","420","Clinton","0350","Clinton","14","350",278
"G4200370","1840","Pennsylvania","420","Columbia","0370","Columbia","14","370",256
"G4200390","1840","Pennsylvania","420","Crawford","0390","Crawford","14","390",495
"G4200410","1840","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",1123
"G4200430","1840","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",1044
"G4200450","1840","Pennsylvania","420","Delaware","0450","Delaware","14","450",51
"G4200490","1840","Pennsylvania","420","Erie","0490","Erie","14","490",3
"G4200510","1840","Pennsylvania","420","Fayette","0510","Fayette","14","510",736
"G4200550","1840","Pennsylvania","420","Franklin","0550","Franklin","14","550",663
"G4200590","1840","Pennsylvania","420","Greene","0590","Greene","14","590",2239
"G4200610","1840","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",2751
"G4200630","1840","Pennsylvania","420","Indiana","0630","Indiana","14","630",0
"G4200650","1840","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",20
"G4200670","1840","Pennsylvania","420","Juniata","0670","Juniata","14","670",231
"G4200710","1840","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",1116
"G4200750","1840","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",689
"G4200770","1840","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",1909
"G4200790","1840","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",107
"G4200810","1840","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",48
"G4200830","1840","Pennsylvania","420","McKean","0830","Mckean","14","830",0
"G4200850","1840","Pennsylvania","420","Mercer","0850","Mercer","14","850",212
"G4200870","1840","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",221
"G4200890","1840","Pennsylvania","420","Monroe","0890","Monroe","14","890",110
"G4200910","1840","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",396
"G4200950","1840","Pennsylvania","420","Northampton","0950","Northampton","14","950",7
"G4200970","1840","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",73
"G4200990","1840","Pennsylvania","420","Perry","0990","Perry","14","990",884
"G4201010","1840","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",3213
"G4201030","1840","Pennsylvania","420","Pike","1030","Pike","14","1030",101
"G4201050","1840","Pennsylvania","420","Potter","1050","Potter","14","1050",7
"G4201070","1840","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",3
"G4201110","1840","Pennsylvania","420","Somerset","1110","Somerset","14","1110",3515
"G4201150","1840","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",246
"G4201170","1840","Pennsylvania","420","Tioga","1170","Tioga","14","1170",582
"G4201190","1840","Pennsylvania","420","Union","1190","Union","14","1190",6
"G4201210","1840","Pennsylvania","420","Venango","1210","Venango","14","1210",4
"G4201230","1840","Pennsylvania","420","Warren","1230","Warren","14","1230",23
"G4201250","1840","Pennsylvania","420","Washington","1250","Washington","14","1250",112
"G4201270","1840","Pennsylvania","420","Wayne","1270","Wayne","14","1270",0
"G4201290","1840","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",45
"G4201330","1840","Pennsylvania","420","York","1330","York","14","1330",4216
"G4400010","1840","Rhode Island","440","Bristol","0010","Bristol","5","10",4
"G4400030","1840","Rhode Island","440","Kent","0030","Kent","5","30",319
"G4400050","1840","Rhode Island","440","Newport","0050","Newport","5","50",115
"G4400070","1840","Rhode Island","440","Providence","0070","Providence","5","70",1059
"G4400090","1840","Rhode Island","440","Washington","0090","Washington","5","90",117
"G4500010","1840","South Carolina","450","Abbeville","0010","Abbeville","48","10",1279
"G4500070","1840","South Carolina","450","Anderson","0070","Anderson","48","70",1568
"G4500110","1840","South Carolina","450","Barnwell","0110","Barnwell","48","110",1089
"G4500130","1840","South Carolina","450","Beaufort","0130","Beaufort","48","130",0
"G4500190","1840","South Carolina","450","Charleston","0190","Charleston","48","190",153
"G4500230","1840","South Carolina","450","Chester","0230","Chester","48","230",385
"G4500250","1840","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",619
"G4500290","1840","South Carolina","450","Colleton","0290","Colleton","48","290",428
"G4500310","1840","South Carolina","450","Darlington","0310","Darlington","48","310",1152
"G4500370","1840","South Carolina","450","Edgefield","0370","Edgefield","48","370",582
"G4500390","1840","South Carolina","450","Fairfield","0390","Fairfield","48","390",2
"G4500430","1840","South Carolina","450","Georgetown","0430","Georgetown","48","430",45
"G4500450","1840","South Carolina","450","Greenville","0450","Greenville","48","450",2147
"G4500510","1840","South Carolina","450","Horry","0510","Horry","48","510",730
"G4500550","1840","South Carolina","450","Kershaw","0550","Kershaw","48","550",152
"G4500570","1840","South Carolina","450","Lancaster","0570","Lancaster","48","570",336
"G4500590","1840","South Carolina","450","Laurens","0590","Laurens","48","590",1253
"G4500630","1840","South Carolina","450","Lexington","0630","Lexington","48","630",1002
"G4500670","1840","South Carolina","450","Marion","0670","Marion","48","670",1421
"G4500690","1840","South Carolina","450","Marlboro","0690","Marlboro","48","690",702
"G4500710","1840","South Carolina","450","Newberry","0710","Newberry","48","710",0
"G4500750","1840","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",656
"G4500770","1840","South Carolina","450","Pickens","0770","Pickens","48","770",993
"G4500790","1840","South Carolina","450","Richland","0790","Richland","48","790",0
"G4500830","1840","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",1191
"G4500850","1840","South Carolina","450","Sumter","0850","Sumter","48","850",505
"G4500870","1840","South Carolina","450","Union","0870","Union","48","870",1747
"G4500890","1840","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",208
"G4500910","1840","South Carolina","450","York","0910","York","48","910",270
"G4700010","1840","Tennessee","470","Anderson","0010","Anderson","54","10",679
"G4700030","1840","Tennessee","470","Bedford","0030","Bedford","54","30",121
"G4700050","1840","Tennessee","470","Benton","0050","Benton","54","50",815
"G4700070","1840","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",464
"G4700090","1840","Tennessee","470","Blount","0090","Blount","54","90",264
"G4700110","1840","Tennessee","470","Bradley","0110","Bradley","54","110",940
"G4700130","1840","Tennessee","470","Campbell","0130","Campbell","54","130",1280
"G4700150","1840","Tennessee","470","Cannon","0150","Cannon","54","150",664
"G4700170","1840","Tennessee","470","Carroll","0170","Carroll","54","170",280
"G4700190","1840","Tennessee","470","Carter","0190","Carter","54","190",811
"G4700250","1840","Tennessee","470","Claiborne","0250","Claiborne","54","250",1747
"G4700290","1840","Tennessee","470","Cocke","0290","Cocke","54","290",96
"G4700310","1840","Tennessee","470","Coffee","0310","Coffee","54","310",853
"G4700370","1840","Tennessee","470","Davidson","0370","Davidson","54","370",1421
"G4700410","1840","Tennessee","470","DeKalb","0410","De Kalb","54","410",744
"G4700430","1840","Tennessee","470","Dickson","0430","Dickson","54","430",858
"G4700450","1840","Tennessee","470","Dyer","0450","Dyer","54","450",87
"G4700470","1840","Tennessee","470","Fayette","0470","Fayette","54","470",122
"G4700490","1840","Tennessee","470","Fentress","0490","Fentress","54","490",777
"G4700510","1840","Tennessee","470","Franklin","0510","Franklin","54","510",54
"G4700530","1840","Tennessee","470","Gibson","0530","Gibson","54","530",253
"G4700550","1840","Tennessee","470","Giles","0550","Giles","54","550",581
"G4700570","1840","Tennessee","470","Grainger","0570","Grainger","54","570",1954
"G4700590","1840","Tennessee","470","Greene","0590","Greene","54","590",2588
"G4700650","1840","Tennessee","470","Hamilton","0650","Hamilton","54","650",453
"G4700690","1840","Tennessee","470","Hardeman","0690","Hardeman","54","690",1037
"G4700710","1840","Tennessee","470","Hardin","0710","Hardin","54","710",1220
"G4700730","1840","Tennessee","470","Hawkins","0730","Hawkins","54","730",2919
"G4700750","1840","Tennessee","470","Haywood","0750","Haywood","54","750",650
"G4700770","1840","Tennessee","470","Henderson","0770","Henderson","54","770",672
"G4700790","1840","Tennessee","470","Henry","0790","Henry","54","790",568
"G4700810","1840","Tennessee","470","Hickman","0810","Hickman","54","810",1164
"G4700850","1840","Tennessee","470","Humphreys","0850","Humphreys","54","850",488
"G4700870","1840","Tennessee","470","Jackson","0870","Jackson","54","870",2147
"G4700890","1840","Tennessee","470","Jefferson","0890","Jefferson","54","890",1454
"G4700910","1840","Tennessee","470","Johnson","0910","Johnson","54","910",179
"G4700930","1840","Tennessee","470","Knox","0930","Knox","54","930",1564
"G4700970","1840","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",104
"G4700990","1840","Tennessee","470","Lawrence","0990","Lawrence","54","990",1007
"G4701030","1840","Tennessee","470","Lincoln","1030","Lincoln","54","1030",1496
"G4701070","1840","Tennessee","470","McMinn","1070","Mcminn","54","1070",841
"G4701090","1840","Tennessee","470","McNairy","1090","Mcnairy","54","1090",1287
"G4701130","1840","Tennessee","470","Madison","1130","Madison","54","1130",837
"G4701150","1840","Tennessee","470","Marion","1150","Marion","54","1150",681
"G4701170","1840","Tennessee","470","Marshall","1170","Marshall","54","1170",1310
"G4701190","1840","Tennessee","470","Maury","1190","Maury","54","1190",270
"G4701210","1840","Tennessee","470","Meigs","1210","Meigs","54","1210",621
"G4701230","1840","Tennessee","470","Monroe","1230","Monroe","54","1230",1306
"G4701250","1840","Tennessee","470","Montgomery","1250","Montgomery","54","1250",610
"G4701290","1840","Tennessee","470","Morgan","1290","Morgan","54","1290",519
"G4701310","1840","Tennessee","470","Obion","1310","Obion","54","1310",454
"G4701330","1840","Tennessee","470","Overton","1330","Overton","54","1330",1579
"G4701350","1840","Tennessee","470","Perry","1350","Perry","54","1350",38
"G4701390","1840","Tennessee","470","Polk","1390","Polk","54","1390",227
"G4701430","1840","Tennessee","470","Rhea","1430","Rhea","54","1430",302
"G4701450","1840","Tennessee","470","Roane","1450","Roane","54","1450",1587
"G4701470","1840","Tennessee","470","Robertson","1470","Robertson","54","1470",11
"G4701490","1840","Tennessee","470","Rutherford","1490","Rutherford","54","1490",1505
"G4701550","1840","Tennessee","470","Sevier","1550","Sevier","54","1550",1010
"G4701570","1840","Tennessee","470","Shelby","1570","Shelby","54","1570",29
"G4701590","1840","Tennessee","470","Smith","1590","Smith","54","1590",79
"G4701610","1840","Tennessee","470","Stewart","1610","Stewart","54","1610",710
"G4701630","1840","Tennessee","470","Sullivan","1630","Sullivan","54","1630",265
"G4701650","1840","Tennessee","470","Sumner","1650","Sumner","54","1650",563
"G4701670","1840","Tennessee","470","Tipton","1670","Tipton","54","1670",8
"G4701770","1840","Tennessee","470","Warren","1770","Warren","54","1770",120
"G4701790","1840","Tennessee","470","Washington","1790","Washington","54","1790",877
"G4701810","1840","Tennessee","470","Wayne","1810","Wayne","54","1810",1232
"G4701830","1840","Tennessee","470","Weakley","1830","Weakley","54","1830",988
"G4701850","1840","Tennessee","470","White","1850","White","54","1850",1769
"G4701870","1840","Tennessee","470","Williamson","1870","Williamson","54","1870",1230
"G4701890","1840","Tennessee","470","Wilson","1890","Wilson","54","1890",91
"G5000010","1840","Vermont","500","Addison","0010","Addison","6","10",105
"G5000030","1840","Vermont","500","Bennington","0030","Bennington","6","30",74
"G5000050","1840","Vermont","500","Caledonia","0050","Caledonia","6","50",109
"G5000070","1840","Vermont","500","Chittenden","0070","Chittenden","6","70",747
"G5000090","1840","Vermont","500","Essex","0090","Essex","6","90",0
"G5000110","1840","Vermont","500","Franklin","0110","Franklin","6","110",439
"G5000130","1840","Vermont","500","Grand Isle","0130","Grand Isle","6","130",219
"G5000150","1840","Vermont","500","Lamoille","0150","Lamoille","6","150",142
"G5000170","1840","Vermont","500","Orange","0170","Orange","6","170",63
"G5000190","1840","Vermont","500","Orleans","0190","Orleans","6","190",178
"G5000210","1840","Vermont","500","Rutland","0210","Rutland","6","210",33
"G5000230","1840","Vermont","500","Washington","0230","Washington","6","230",49
"G5000250","1840","Vermont","500","Windham","0250","Windham","6","250",49
